clean_text,category,location,status,date,name,contact
black compact earbuds,earbuds,library,lost,06/12/2025 19:38,Jawad Naqvi,3135046782
brown wired earbuds,earbuds,ab3,found,12/11/2024 18:14,Saima Tariq,3809939880
black wall charger,charger,library,lost,31/01/2025 22:17,Asad Malik,3164035859
brown flagship phone,phone,block 5,lost,06/01/2025 15:44,Junaid Mehmood,3392322121
brown leather-strap watch,watch,library,lost,17/11/2025 19:20,Imran Ahmed,3198061499
black bluetooth earbuds,earbuds,parking,lost,12/10/2024 20:48,Hamza Hasan,3657233178
brown solar calculator,calculator,ab2,lost,17/01/2026 09:30,Mohsin Latif,3457887167
black bifold wallet,wallet,ab5,lost,23/06/2025 18:25,Kashif Ali,3588365604
brown university id card,id_card,ab4,found,19/10/2025 21:32,Zain Hanif,3596043327
black used laptop,laptop,mosque,lost,27/11/2025 20:03,Waqas Ansari,3689720101
brown dual-sim phone,phone,block 3,lost,04/05/2025 19:10,Anum Waheed,3114682844
brown zipper bag,bag,ab3,found,26/12/2024 15:07,Maham Usman,3869446962
brown sport earbuds,earbuds,hostel,found,08/05/2025 15:35,Asad Saleem,3304666325
black flask bottle,bottle,library,found,30/10/2025 13:59,Zubair Ansari,3981058292
brown staff id card,id_card,ab4,lost,15/01/2026 21:09,Shanza Hanif,3620057604
brown flat wallet,wallet,block 2,lost,13/03/2025 19:15,Bushra Baig,3932734539
black gaming laptop,laptop,ground,found,01/10/2025 18:50,Maham Usman,3139749508
brown android phone,phone,block 2,lost,12/12/2025 08:46,Asad Latif,3803066091
black dual-sim phone,phone,ab3,lost,13/10/2025 18:05,Saad Hanif,3508031980
brown bluetooth earbuds,earbuds,block 4,lost,29/04/2025 18:43,Rizwan Baig,3901834280
brown student id card,id_card,cc,lost,12/12/2024 15:10,Junaid Ahmed,3149382425
black card wallet,wallet,ab5,lost,09/05/2025 16:26,Sana Qureshi,3287979290
brown access id card,id_card,parking,lost,21/04/2026 10:14,Sundas Rizvi,3593460064
black bluetooth earbuds,earbuds,block 2,lost,14/03/2026 10:04,Babar Aslam,3730900313
brown wired earbuds,earbuds,ab3,found,23/03/2025 14:54,Afshan Iqbal,3354697684
brown card wallet,wallet,hall,lost,11/10/2025 12:00,Omar Akhtar,3900122509
brown casual watch,watch,garden,lost,27/08/2025 11:40,Faisal Zaidi,3369108475
black prescription glasses,glasses,washroom,lost,14/07/2025 20:28,Adnan Tariq,3491766764
black folding umbrella,umbrella,washroom,lost,31/10/2025 10:12,Usman Hanif,3492836532
brown tote bag,bag,ab3,found,07/01/2026 20:18,Laiba Butt,3602866993
black library id card,id_card,canteen,found,12/10/2025 21:51,Farhan Hussain,3948988297
black card wallet,wallet,block 4,lost,27/05/2025 17:24,Mehwish Iqbal,3824600232
brown wireless earbuds,earbuds,mosque,found,02/08/2025 22:39,Shahid Malik,3782259766
brown small keys,keys,mosque,lost,17/10/2024 08:19,Tooba Butt,3204359116
black sport earbuds,earbuds,block 2,lost,08/03/2026 14:37,Maham Latif,3803217037
brown access id card,id_card,block 1,found,04/10/2024 19:23,Iqra Rehman,3577488537
brown wireless earbuds,earbuds,hall,lost,03/09/2025 08:25,Maryam Mirza,3231167999
brown flash usb drive,usb,parking,lost,22/09/2024 08:50,Saad Hashmi,3235209737
black usb-c charger,charger,hostel,lost,24/04/2026 11:52,Nimra Nawaz,3931471931
black slim phone,phone,ab1,lost,15/05/2025 20:11,Bilal Ahmed,3241522640
brown library id card,id_card,garden,lost,17/09/2024 10:16,Omar Chaudhry,3896413702
black portable Lenovo laptop,laptop,block 3,lost,29/01/2026 11:39,Sidra Munir,3423873102
black slim laptop,laptop,hostel,lost,20/12/2024 15:45,Babar Malik,3186748119
black leather wallet,wallet,ab1,lost,23/04/2026 16:45,Rida Saleem,3741444618
brown laptop bag,bag,block 3,lost,27/12/2024 21:41,Kashif Abbasi,3561784080
black 14-inch Asus laptop,laptop,block 1,lost,18/07/2025 14:20,Imran Rafiq,3263894795
brown prescription glasses,glasses,library,lost,17/11/2025 09:47,Mehwish Chaudhry,3697398528
brown staff id card,id_card,ab1,lost,08/11/2025 21:58,Omar Naqvi,3744685429
brown wireless earbuds,earbuds,block 5,lost,07/01/2026 11:54,Ayesha Aslam,3697285504
black card wallet,wallet,block 5,found,29/03/2026 20:52,Sobia Akhtar,3806340901
brown metal keys,keys,ab2,lost,14/07/2025 22:21,Mohsin Khan,3294782734
brown android Samsung phone,phone,library,lost,21/09/2025 14:29,Laiba Qureshi,3497341481
brown bluetooth earbuds,earbuds,canteen,lost,24/10/2024 10:10,Omar Hussain,3392168202
brown 15-inch laptop,laptop,block 1,lost,07/02/2026 09:22,Anam Butt,3404133583
brown tinted glasses,glasses,library,lost,27/10/2024 08:13,Junaid Abbasi,3923935280
brown slim Samsung phone,phone,block 3,lost,11/01/2025 14:34,Nimra Zafar,3699924859
brown tagged keys,keys,block 1,lost,21/11/2025 08:29,Alina Raza,3718216692
brown 14-inch Asus laptop,laptop,library,lost,16/12/2025 21:44,Farhan Hussain,3568915703
black portable usb drive,usb,block 2,lost,20/11/2024 14:55,Anum Nawaz,3337911187
black leather wallet,wallet,block 3,lost,05/02/2026 11:57,Mohsin Aslam,3881017363
black flat keys,keys,library,lost,25/02/2025 17:09,Alina Siddiqui,3929839316
brown basic calculator,calculator,cc,found,04/12/2025 18:59,Rida Raza,3262089272
black 15-inch Lenovo laptop,laptop,garden,lost,27/08/2025 16:04,Anum Aziz,3585238820
black university id card,id_card,hostel,lost,02/12/2024 17:38,Zubair Saleem,3596832859
black sports bottle,bottle,washroom,lost,12/03/2025 13:38,Jawad Zafar,3261985842
brown student id card,id_card,garden,found,26/11/2024 16:41,Hamza Ali,3366012797
brown small umbrella,umbrella,block 3,lost,08/09/2025 13:58,Rizwan Saleem,3538912794
brown wireless charger,charger,mosque,found,09/08/2025 09:21,Ali Waheed,3828404274
brown card wallet,wallet,ground,lost,01/02/2025 13:05,Asad Aslam,3433108786
brown pocket calculator,calculator,block 5,found,15/07/2025 16:24,Saad Chaudhry,3819532005
black mini umbrella,umbrella,parking,lost,19/09/2024 13:19,Sana Abbasi,3466932310
brown lined notebook,notebook,ab3,lost,19/11/2024 12:54,Ali Zafar,3927720428
black backpack bag,bag,love garden,lost,21/09/2025 10:10,Sana Zaidi,3968704078
brown android Infinix phone,phone,canteen,lost,04/12/2025 11:34,Kamran Javed,3968253265
brown type-c charger,charger,ab2,lost,08/04/2026 15:29,Rizwan Saleem,3639991949
brown tote bag,bag,garden,found,20/01/2025 21:16,Omar Hasan,3498585961
black zipper bag,bag,ab3,found,07/06/2025 15:57,Huma Sheikh,3992329618
black used laptop,laptop,love garden,found,30/10/2025 08:25,Zubair Rafiq,3353164777
black folding wallet,wallet,ab3,lost,11/12/2024 21:45,Saad Sheikh,3247746438
brown library id card,id_card,block 2,found,25/12/2025 15:39,Zain Hussain,3120405269
black bluetooth earbuds,earbuds,ab1,found,23/02/2026 14:07,Rizwan Hashmi,3423358638
black laminated id card,id_card,block 1,found,13/12/2025 09:07,Tooba Akhtar,3675583372
black staff id card,id_card,ab1,lost,28/08/2025 11:36,Noor Siddiqui,3813363254
black sport glasses,glasses,library,lost,02/02/2026 20:32,Kashif Ahmed,3519246503
black smart watch,watch,block 1,lost,17/09/2024 13:50,Areeba Aslam,3358906986
black auto-open umbrella,umbrella,block 5,found,15/01/2025 08:22,Iram Nawaz,3973498494
black fx calculator,calculator,garden,lost,04/01/2026 18:11,Nadia Malik,3868847524
brown usb-c charger,charger,ab4,lost,24/03/2025 22:02,Danish Javed,3653388913
brown card wallet,wallet,library,lost,20/06/2025 13:55,Omar Nawaz,3393364102
brown dual-sim phone,phone,cc,found,01/10/2025 13:11,Tooba Usman,3494435754
brown type-c charger,charger,library,lost,15/11/2025 17:52,Sana Hanif,3415429295
black leather wallet,wallet,ab5,lost,01/12/2025 17:45,Waleed Qureshi,3840629322
brown 15-inch Lenovo laptop,laptop,mosque,lost,29/10/2024 09:42,Urwa Rafiq,3650921917
black usb-c charger,charger,ab1,lost,23/11/2025 08:08,Areeba Hashmi,3935924516
brown solar calculator,calculator,block 1,lost,05/02/2025 18:28,Mehwish Rafiq,3576676179
black small notebook,notebook,ab1,lost,19/07/2025 18:17,Hira Butt,3127824235
black small umbrella,umbrella,block 3,found,30/12/2024 12:49,Saima Rehman,3330393232
brown insulated bottle,bottle,washroom,lost,04/01/2025 10:54,Alina Rehman,3285388355
brown folding umbrella,umbrella,garden,found,25/07/2025 18:22,Areeba Waheed,3682152066
brown bluetooth earbuds,earbuds,ab1,lost,26/02/2025 20:23,Huma Baig,3230311939
black touchscreen phone,phone,library,lost,13/09/2025 15:51,Kashif Chaudhry,3757074545
black university id card,id_card,block 1,lost,04/01/2026 16:26,Shoaib Nasir,3179189225
brown cracked-screen Nokia phone,phone,parking,lost,19/03/2026 18:37,Sana Chaudhry,3564520346
black casual watch,watch,ab1,lost,16/02/2025 10:20,Shahid Aslam,3657162259
black in-ear earbuds,earbuds,ab2,found,09/06/2025 10:40,Junaid Zaidi,3672817675
black access id card,id_card,canteen,lost,12/08/2025 21:59,Sidra Ahmed,3187212377
brown staff id card,id_card,ab2,lost,02/10/2024 15:56,Iram Naqvi,3789242701
brown noise-cancelling earbuds,earbuds,garden,lost,02/07/2025 15:04,Eman Qureshi,3572022811
brown 15-inch Acer laptop,laptop,ab1,found,24/07/2025 19:55,Mohsin Mehmood,3240409084
brown small notebook,notebook,block 5,lost,22/12/2025 09:17,Shanza Hashmi,3251266214
black university id card,id_card,canteen,found,03/11/2025 11:55,Tariq Raza,3720286733
brown compact umbrella,umbrella,cc,lost,10/02/2026 15:31,Anum Usman,3124885365
brown access id card,id_card,block 2,lost,21/04/2026 13:03,Omar Naqvi,3631388604
brown steel bottle,bottle,block 4,found,16/11/2025 10:56,Saima Rafiq,3920184955
brown slim Acer laptop,laptop,block 5,lost,23/06/2025 09:24,Zubair Rehman,3920772671
brown zipper bag,bag,ab1,lost,18/09/2025 20:21,Farhan Sheikh,3313736772
brown reusable bottle,bottle,library,lost,08/08/2025 20:30,Arslan Aziz,3259923818
black steel bottle,bottle,washroom,lost,08/10/2025 17:47,Junaid Tariq,3461178244
brown smart watch,watch,block 5,lost,18/09/2024 13:21,Bilal Latif,3726745401
black compact earbuds,earbuds,block 2,found,16/04/2026 17:14,Omar Tariq,3615877957
brown touchscreen phone,phone,ab3,lost,22/12/2024 11:01,Babar Raza,3549661921
brown cracked-screen Nokia phone,phone,love garden,lost,03/11/2024 19:08,Arslan Abbasi,3702247585
brown flat wallet,wallet,ab4,lost,28/02/2026 13:34,Zainab Rizvi,3755064741
black digital watch,watch,ab3,lost,02/07/2025 20:18,Waqas Usman,3440419907
brown sport watch,watch,canteen,found,08/06/2025 12:07,Iram Saleem,3523625992
brown ringed keys,keys,ab4,lost,20/11/2024 13:59,Babar Rizvi,3902448600
black digital watch,watch,hostel,lost,30/03/2026 19:17,Nadia Iqbal,3761078179
black lined notebook,notebook,library,found,20/04/2025 18:14,Omar Iqbal,3543778963
brown leather wallet,wallet,parking,lost,18/03/2026 22:10,Shoaib Hasan,3612656440
black fx calculator,calculator,canteen,lost,31/10/2024 22:49,Fatima Nasir,3349344539
black tote bag,bag,block 1,found,08/10/2024 21:25,Tooba Siddiqui,3904236062
black wireless earbuds,earbuds,ab4,lost,10/08/2025 12:29,Iram Munir,3630334421
brown slim OPPO phone,phone,ab5,lost,22/05/2025 19:11,Rabia Nawaz,3949080318
black noise-cancelling earbuds,earbuds,mosque,lost,21/10/2025 21:27,Huma Raza,3193133974
black bifold wallet,wallet,hall,lost,13/05/2025 08:16,Bushra Hashmi,3579678614
brown pocket notebook,notebook,ab4,lost,12/09/2024 12:41,Farhan Hashmi,3166705490
black square glasses,glasses,ab4,lost,28/01/2026 22:57,Anum Butt,3785811060
brown compact earbuds,earbuds,ab2,found,03/01/2026 10:29,Mehwish Latif,3853703117
brown canvas bag,bag,cc,lost,23/11/2024 16:28,Shaista Rafiq,3183862154
black shoulder bag,bag,hostel,found,27/03/2025 17:34,Maham Qureshi,3452313624
brown flash usb drive,usb,parking,lost,14/01/2026 09:57,Huma Rehman,3968326513
brown laminated id card,id_card,block 3,lost,30/10/2024 16:29,Anum Ahmed,3525146690
black wired earbuds,earbuds,ab2,lost,08/11/2025 13:44,Areeba Hanif,3164698991
brown student id card,id_card,ab3,lost,17/01/2025 20:41,Noor Rafiq,3510684364
brown 14-inch Apple laptop,laptop,love garden,lost,23/08/2025 09:11,Yasir Mehmood,3667840357
black android phone,phone,hall,lost,12/03/2026 14:34,Ahsan Baig,3365764028
brown business Apple laptop,laptop,cc,lost,04/11/2025 17:49,Sara Hashmi,3321278458
black access id card,id_card,library,lost,20/10/2024 11:47,Sidra Mehmood,3571332733
black bluetooth earbuds,earbuds,hostel,lost,29/01/2026 12:14,Danish Nasir,3742009209
brown lined notebook,notebook,ab4,lost,16/02/2026 11:26,Junaid Ansari,3165452764
black sling bag,bag,block 4,lost,19/08/2025 18:42,Ahsan Munir,3442238518
brown round glasses,glasses,ab1,lost,05/03/2026 15:15,Shahid Javed,3859754807
brown android phone,phone,canteen,lost,16/01/2025 14:15,Imran Abbasi,3454617185
black basic calculator,calculator,hostel,lost,15/03/2025 08:17,Ahsan Akhtar,3747382621
black laminated id card,id_card,garden,lost,27/03/2026 11:30,Waqas Nawaz,3425545658
black laminated id card,id_card,canteen,lost,04/01/2026 22:15,Waqas Mehmood,3356979659
brown drawstring bag,bag,block 1,lost,03/09/2025 12:16,Farhan Zafar,3633947427
black casual watch,watch,hall,lost,25/07/2025 22:13,Mehwish Raza,3544454140
black staff id card,id_card,ab1,lost,22/04/2026 17:46,Noor Naqvi,3263650505
brown touchscreen Infinix phone,phone,block 3,lost,12/08/2025 12:48,Salman Usman,3594811370
brown touchscreen Nokia phone,phone,ab2,found,31/10/2024 16:02,Alina Farooq,3920702588
brown laminated id card,id_card,hostel,lost,02/02/2025 08:13,Zubair Aziz,3500721199
brown staff id card,id_card,block 3,lost,19/03/2026 14:00,Sara Munir,3875448533
brown wireless earbuds,earbuds,block 3,lost,15/11/2025 20:58,Hamza Iqbal,3203416251
black canvas bag,bag,ab2,lost,29/08/2025 12:50,Talha Hussain,3500561082
brown used laptop,laptop,ab3,lost,22/11/2024 18:54,Adnan Hussain,3535164258
brown long wallet,wallet,library,lost,23/02/2025 09:31,Anam Nawaz,3707583925
black 64gb usb drive,usb,washroom,lost,04/04/2026 15:17,Sidra Malik,3834899763
black noise-cancelling earbuds,earbuds,washroom,lost,01/04/2025 17:09,Talha Malik,3421346113
black flagship phone,phone,block 1,found,06/08/2025 14:48,Nadia Hussain,3637722224
brown spiral notebook,notebook,library,lost,17/11/2024 13:38,Talha Raza,3131810311
brown fx calculator,calculator,hall,lost,31/08/2025 16:24,Anam Siddiqui,3829816799
brown water bottle,bottle,cc,lost,11/05/2025 19:04,Hassan Ansari,3265593497
black flat wallet,wallet,ab4,lost,06/09/2024 12:28,Farhan Ansari,3209770151
black touchscreen Tecno phone,phone,library,lost,22/03/2026 09:38,Rida Saleem,3113250637
brown sport earbuds,earbuds,garden,lost,27/03/2026 22:15,Arslan Qureshi,3835852444
black bifold wallet,wallet,ab3,lost,28/01/2025 09:10,Anam Ansari,3552155193
brown bluetooth earbuds,earbuds,library,lost,11/05/2025 19:40,Tooba Akhtar,3762143074
brown android Samsung phone,phone,canteen,lost,25/09/2025 20:55,Saad Rehman,3459420281
black compact Apple laptop,laptop,ab2,lost,13/10/2025 13:18,Salman Nasir,3939638591
brown sport earbuds,earbuds,ab3,found,09/09/2025 09:59,Amna Tariq,3685864775
black cracked-screen Infinix phone,phone,block 2,lost,10/11/2024 21:54,Shoaib Usman,3249442440
brown pocket calculator,calculator,ab3,lost,08/11/2025 20:24,Alina Rehman,3742026586
brown sport watch,watch,block 3,found,03/11/2025 16:02,Farhan Hanif,3737609304
black scientific calculator,calculator,cc,lost,30/08/2025 10:41,Sidra Nasir,3792596980
brown sport glasses,glasses,canteen,lost,11/09/2024 09:16,Shahid Zafar,3901927335
black leather-strap watch,watch,ab5,lost,26/04/2026 19:32,Maham Aslam,3126373949
black wrist watch,watch,block 1,found,28/12/2024 21:46,Asad Aslam,3434889710
brown zipped wallet,wallet,block 3,lost,09/12/2024 15:46,Shanza Raza,3172127903
black bluetooth earbuds,earbuds,ground,lost,18/08/2025 18:06,Zara Hashmi,3654044237
black slim phone,phone,canteen,lost,20/10/2025 18:11,Sana Sattar,3524753348
black photo id card,id_card,block 5,lost,08/04/2025 11:17,Areeba Nasir,3209255425
black cable charger,charger,ab4,lost,27/05/2025 18:55,Salman Munir,3786237617
brown compact earbuds,earbuds,block 1,lost,27/08/2025 21:29,Hamza Javed,3759797724
black insulated bottle,bottle,ab1,lost,10/07/2025 09:11,Mehwish Sheikh,3648494024
brown bifold wallet,wallet,block 5,lost,12/01/2026 18:34,Hamza Waheed,3279170491
brown digital watch,watch,ab2,found,25/10/2024 21:22,Rabia Usman,3246603034
brown flagship phone,phone,block 3,lost,31/10/2025 19:53,Babar Usman,3279587066
black library id card,id_card,cc,lost,09/06/2025 11:34,Rizwan Qureshi,3938313402
brown portable laptop,laptop,ab3,lost,11/09/2025 16:52,Sidra Rehman,3686642360
brown android phone,phone,mosque,lost,04/10/2024 15:16,Mohsin Hussain,3571447714
black laminated id card,id_card,garden,lost,26/08/2025 21:45,Waleed Qureshi,3761587312
black touchscreen phone,phone,block 5,lost,06/03/2026 10:20,Khadija Naqvi,3714970148
black noise-cancelling earbuds,earbuds,canteen,found,31/10/2024 12:55,Usman Chaudhry,3368088898
brown touchscreen phone,phone,parking,lost,15/04/2026 18:17,Noor Saleem,3585322421
black photo id card,id_card,block 3,lost,13/09/2025 15:31,Rida Tariq,3102655449
black ruled notebook,notebook,hall,lost,02/09/2025 21:04,Yasir Mehmood,3333893106
black 15-inch Lenovo laptop,laptop,ab5,lost,03/04/2026 21:31,Laiba Farooq,3149330844
brown student id card,id_card,ab1,found,26/11/2025 15:00,Waleed Mirza,3839369897
brown touchscreen phone,phone,love garden,lost,05/09/2025 12:05,Mehwish Qureshi,3155606161
brown zipped wallet,wallet,block 2,lost,07/12/2024 08:13,Afshan Malik,3242485313
black reusable bottle,bottle,parking,lost,18/08/2025 21:07,Waleed Chaudhry,3612926731
black photo id card,id_card,library,found,15/12/2024 13:23,Junaid Chaudhry,3510943598
black ruled notebook,notebook,hall,lost,26/02/2026 17:00,Zara Rehman,3477084942
black mini umbrella,umbrella,cc,found,28/11/2025 21:13,Fatima Iqbal,3250337960
black small notebook,notebook,ground,lost,14/11/2025 13:50,Nadia Hashmi,3397391755
black pocket calculator,calculator,block 4,lost,19/06/2025 20:44,Sobia Javed,3320595661
black smart watch,watch,block 1,lost,04/05/2025 15:24,Bilal Hashmi,3636422667
black handheld calculator,calculator,love garden,lost,05/09/2025 22:20,Usman Saleem,3710293796
brown business laptop,laptop,canteen,found,18/09/2024 17:04,Rabia Rizvi,3331652222
black library id card,id_card,block 1,lost,27/01/2026 20:26,Waleed Mehmood,3188506190
black solar calculator,calculator,library,lost,28/03/2025 20:09,Yasir Raza,3519544755
black steel bottle,bottle,ground,lost,03/05/2025 08:15,Fatima Sattar,3224539647
black compact laptop,laptop,parking,lost,13/09/2024 19:08,Rabia Qureshi,3633019326
brown bifold wallet,wallet,ab5,lost,03/06/2025 19:56,Hina Ahmed,3459715348
brown cable charger,charger,block 3,lost,14/04/2026 18:04,Tooba Aziz,3648447868
black long wallet,wallet,hostel,lost,09/02/2025 12:49,Ayesha Nasir,3823831302
black compact umbrella,umbrella,cc,lost,13/09/2024 11:02,Jawad Rafiq,3511221078
black android phone,phone,washroom,lost,04/11/2025 11:20,Hira Latif,3873403266
brown bluetooth earbuds,earbuds,library,lost,28/01/2026 18:57,Omar Siddiqui,3339643129
black wall charger,charger,library,lost,17/06/2025 20:54,Anum Raza,3192755745
brown shoulder bag,bag,ab5,lost,09/07/2025 19:39,Hira Aziz,3495430792
brown flask bottle,bottle,cc,lost,14/03/2026 20:50,Hira Sheikh,3106848195
